NO_SEQ_COLL,JR_SEMN_ACCDN,DT_ACCDN,CD_MUNCP,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,BORNE_KM_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,NB_METRE_DIST_ACCD,CD_GENRE_ACCDN,CD_SIT_PRTCE_ACCDN,CD_ETAT_SURFC,CD_ECLRM,CD_ENVRN_ACCDN,NO_ROUTE,CD_CATEG_ROUTE,CD_ETAT_CHASS,CD_ASPCT_ROUTE,CD_LOCLN_ACCDN,CD_POSI_ACCDN,CD_CONFG_ROUTE,CD_ZON_TRAVX_ROUTR,CD_PNT_CDRNL_ROUTE,CD_PNT_CDRNL_REPRR,CD_COND_METEO,NB_VEH_IMPLIQUES_ACCDN,NB_MORTS,NB_BLESSES_GRAVES,NB_BLESSES_LEGERS,HEURE_ACCDN,AN,NB_VICTIMES_TOTAL,GRAVITE,REG_ADM,MRC,nb_automobile_camion_leger,nb_camionLourd_tractRoutier,nb_outil_equipement,nb_tous_autobus_minibus,nb_bicyclette,nb_cyclomoteur,nb_motocyclette,nb_taxi,nb_urgence,nb_motoneige,nb_VHR,nb_autres_types,nb_veh_non_precise,NB_DECES_PIETON,NB_BLESSES_PIETON,NB_VICTIMES_PIETON,NB_DECES_MOTO,NB_BLESSES_MOTO,NB_VICTIMES_MOTO,NB_DECES_VELO,NB_BLESSES_VELO,NB_VICTIMES_VELO,VITESSE_AUTOR,LOC_X,LOC_Y,LOC_COTE_QD,LOC_COTE_PD,LOC_DETACHEE,LOC_IMPRECISION,LOC_LAT,LOC_LONG
SPVM _ 2015 _ 6725,JE,2015/01/08,66023.0,,,,UNIVERSITY,1.0,ST JACQUES,,31.0,,16.0,3.0,3.0,,13.0,,11.0,32.0,,1.0,,,N,17.0,2,0,0,0,17:00:00-17:59:00,2015,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,299903.5,5039899.857,A,1,N,N,45.499,-73.56265
SPVM _ 2012 _ 15390,DI,2012/01/15,66023.0,,,,EDOUARD MONTPETIT,,WESTBURY,5.0,31.0,3.0,17.0,3.0,2.0,,14.0,,11.0,32.0,,1.0,,,O,11.0,2,0,0,0,02:00:00-02:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294424.41901,5038665.779,A,1,N,N,45.48784,-73.63274
SPVM _ 2013 _ 1447,VE,2013/03/22,66097.0,981.0,,,BD ST JEAN,2.0,STAT DE RESTAURANT,,31.0,,11.0,,3.0,,21.0,,11.0,99.0,,,,,,11.0,2,0,0,0,19:00:00-19:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,278984.305,5036581.125,A,1,O,N,45.46868,-73.83015
SPVM _ 2014 _ 11885,SA,2014/11/01,66023.0,,,,CHRISTOPHE COLOMB,,JACQUES CASAULT,30.0,,,11.0,3.0,4.0,,14.0,,11.0,99.0,,1.0,,,E,11.0,1,0,0,0,04:00:00-04:59:00,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294473.8,5045962.821,A,2,O,O,45.5535,-73.63226
SPVM _ 2013 _ 24579,ME,2013/07/03,66023.0,7000.0,,,MARIE VICTORIN,,,,31.0,,,1.0,9.0,,21.0,,11.0,,,,,,,,2,0,0,0,Non précisé,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,296461.6895,5053124.6205,A,1,O,N,45.61797,-73.60692
SPVM _ 2018 _ 12715,SA,2018/02/03,66023.0,,,,BD CREMAZIE,1.0,2E AV,,31.0,,11.0,1.0,3.0,,13.0,,11.0,32.0,,1.0,,,N,11.0,2,0,0,0,14:00:00-14:59:00,2018,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,296240.971,5046625.595,A,1,N,O,45.55949,-73.60964
SPVM _ 2014 _ 15405,MA,2014/06/10,66023.0,285.0,,,MT ROYAL,2.0,HENRI JULIEN,50.0,32.0,,11.0,1.0,3.0,,13.0,1.0,11.0,32.0,6.0,2.0,,,E,11.0,1,0,0,1,11:00:00-11:59:00,2014,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40.0,297848.2635,5041917.824,A,3,N,N,45.51714,-73.58898
SPVM _ 2019 _ 4876,JE,2019/08/01,66023.0,2223.0,,,DOLLARD,,,,33.0,,11.0,1.0,3.0,,13.0,1.0,11.0,34.0,6.0,3.0,,,,11.0,2,0,0,1,17:00:00-17:59:00,2019,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,294109.031,5032485.136,A,1,N,N,45.43222,-73.63664
SPVM _ 2015 _ 840,MA,2015/01/27,66087.0,500.0,,,AV DORVAL,,,,49.0,,17.0,1.0,3.0,,21.0,,11.0,,,,,,,11.0,1,0,0,0,13:00:00-13:59:00,2015,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,285954.0,5033889.377,A,1,O,N,45.44468,-73.74092
SPVM _ 2013 _ 572,ME,2013/10/23,66023.0,,,,GOUIN,1.0,ALLARD,,33.0,,11.0,1.0,2.0,,14.0,1.0,11.0,32.0,6.0,2.0,,,,11.0,2,0,0,1,12:00:00-12:59:00,2013,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,279242.344,5040814.5,A,1,N,N,45.50678,-73.82707
SPVM _ 2015 _ 3384,VE,2015/05/29,66023.0,1011.0,,,MARCHE CENTRAL,,,,31.0,,11.0,1.0,3.0,,21.0,,11.0,40.0,,,,,,11.0,2,0,0,0,Non précisé,2015,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,292720.6355,5043791.694,A,1,O,N,45.53394,-73.65466
SPVM _ 2019 _ 7323,MA,2019/02/19,66023.0,,,,DU PARC,1.0,SHERBROOKE,,31.0,,12.0,3.0,3.0,,13.0,,11.0,32.0,,3.0,,,,11.0,2,0,0,0,21:00:00-21:59:00,2019,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,299230.326,5040940.568,A,1,N,N,45.50836,-73.57128
SPVM _ 2017 _ 14409,MA,2017/05/30,66023.0,,,,,1.0,JEAN TALON O ET WISEMAN,30.0,31.0,,11.0,1.0,3.0,,13.0,,11.0,33.0,,3.0,,,O,11.0,2,0,0,0,20:00:00-20:59:00,2017,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,295036.527,5042876.202,A,1,N,N,45.52573,-73.62499
SPVM _ 2012 _ 16560,JE,2012/02/09,66023.0,3500.0,,,AV LINTON,1.0,COTE DES NEIGES,,32.0,,17.0,1.0,3.0,,14.0,1.0,11.0,34.0,,2.0,,,,11.0,1,0,0,1,07:00:00-07:59:00,2012,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,294622.39998,5040170.2799,A,1,N,N,45.50138,-73.63023
SPVM _ 2017 _ 20288,JE,2017/01/19,66023.0,,,,SHERBROOKE,1.0,BALDWIN,,31.0,,18.0,1.0,2.0,,14.0,1.0,11.0,32.0,5.0,4.0,,,,12.0,2,0,0,1,14:00:00-14:59:00,2017,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,302377.682,5051483.333,A,1,N,N,45.60325,-73.53105
SPVM _ 2015 _ 21042,DI,2015/07/12,66023.0,,,,,,,,31.0,,11.0,3.0,2.0,,14.0,,11.0,33.0,,2.0,,,,12.0,2,0,0,0,04:00:00-04:59:00,2015,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,304455.2695,5055420.7485,A,1,N,N,45.63868,-73.50442
SPVM _ 2017 _ 10180,ME,2017/11/15,66023.0,,,,N-D,1.0,DAVIDSON,,31.0,,11.0,1.0,4.0,,13.0,,11.0,,,3.0,,,,11.0,2,0,0,0,16:00:00-16:59:00,2017,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,301835.474,5044517.139,A,1,N,N,45.54056,-73.53796
SPVM _ 2019 _ 1984,ME,2019/07/10,66023.0,9191.0,,,BD CAVENDISH,,,,31.0,,11.0,1.0,3.0,,13.0,1.0,11.0,,6.0,5.0,,,,11.0,1,0,0,1,18:00:00-18:59:00,2019,1,Léger,Montréal(06),Montréal (66 ),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,289792.84501,5038926.66,A,1,N,N,45.4901,-73.692
SPVM _ 2013 _ 21744,LU,2013/12/16,66023.0,,,,AUGIER,,DES ERABLES,,51.0,,16.0,1.0,2.0,,14.0,,11.0,32.0,,2.0,,,,11.0,1,0,0,0,09:00:00-09:59:00,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,296997.49199,5045430.901,A,1,N,N,45.54875,-73.59993
SPVM _ 2017 _ 10826,JE,2017/01/26,66023.0,5155.0,,,CH QUEEN MARY,,,,31.0,,11.0,3.0,9.0,,22.0,,11.0,99.0,,9.0,,,,12.0,2,0,0,0,Non précisé,2017,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,294810.613,5038380.774,A,1,O,N,45.48528,-73.62779
SPVM _ 2014 _ 3293,SA,2014/05/03,66023.0,1000.0,,,SAUVE O,1.0,BIRNAM,100.0,,,12.0,,3.0,,21.0,,11.0,40.0,,,,,S,14.0,2,0,0,0,12:00:00-12:59:00,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,291900.435,5044144.483,A,1,O,N,45.5371,-73.66517
SPVM _ 2017 _ 10574,MA,2017/09/05,66072.0,,,,FACE AU 1361 BEAUMONT,,,,33.0,,11.0,1.0,3.0,,13.0,1.0,11.0,34.0,7.0,3.0,,,,11.0,2,0,0,1,16:00:00-16:59:00,2017,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40.0,294979.72,5042323.3445,A,1,N,N,45.52076,-73.62571
SPVM _ 2013 _ 20376,VE,2013/01/25,66023.0,,,,HUTCHISON,,BEAUMONT,,31.0,,11.0,1.0,2.0,,14.0,,11.0,32.0,,1.0,,,,11.0,2,0,0,0,13:00:00-13:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,295548.043,5043192.742,A,1,N,N,45.52859,-73.61845
SPVM _ 2017 _ 18434,LU,2017/11/27,66023.0,,,,BUREL,,TERBOIS,,31.0,,11.0,1.0,1.0,,14.0,,11.0,32.0,,2.0,,,,11.0,2,0,0,0,15:00:00-15:59:00,2017,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,298047.719,5048483.5,A,1,N,N,45.57623,-73.58652
SPVM _ 2012 _ 3767,LU,2012/11/05,66023.0,,,,,,,,32.0,,11.0,1.0,2.0,,14.0,,11.0,32.0,,2.0,,,,11.0,1,0,0,0,07:00:00-07:59:00,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,288169.80727,5039822.7051,C,4,N,N,45.49813,-73.71279
SPVM _ 2016 _ 19132,JE,2016/06/16,66023.0,,,,HENRI BOURASSA,1.0,RENAUDE LAPOINTE,,31.0,,11.0,3.0,4.0,,13.0,,11.0,32.0,,3.0,,,,11.0,2,0,0,0,22:00:00-22:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,297073.5,5052668.868,A,1,N,N,45.61388,-73.59907
SPVM _ 2012 _ 18948,JE,2012/08/23,66023.0,,,,IBERVILLE,1.0,CREMAZIE,,31.0,,11.0,1.0,3.0,,11.0,,11.0,32.0,,3.0,,,,11.0,2,0,0,0,16:00:00-16:59:00,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,296020.479,5046480.133,A,1,N,O,45.55818,-73.61246
SPVM _ 2015 _ 13813,ME,2015/01/14,66023.0,,,,DELORIMIER,1.0,VILLERAY,,31.0,,16.0,3.0,2.0,,13.0,,11.0,32.0,,2.0,,,,12.0,2,0,0,0,Non précisé,2015,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,296058.7,5045943.551,A,1,N,N,45.55335,-73.61196
SPVM _ 2016 _ 13273,ME,2016/12/28,66023.0,,,,JOSEPH GUIBORD,1.0,JARRY,,31.0,,12.0,1.0,2.0,,14.0,1.0,11.0,32.0,6.0,2.0,,,,11.0,2,0,0,3,07:00:00-07:59:00,2016,3,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,296374.7,5047304.06,A,1,N,N,45.5656,-73.60793
SPVM _ 2014 _ 4153,DI,2014/11/23,66023.0,,,,SHERBROOKE,1.0,GIROUARD,,31.0,,11.0,1.0,3.0,,13.0,,11.0,32.0,,3.0,,,E,11.0,4,0,0,0,15:00:00-15:59:00,2014,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,296044.4,5036962.386,A,1,N,N,45.47253,-73.61198
SPVM _ 2017 _ 10211,MA,2017/12/12,66023.0,511.0,,,ST CLEMENT FACE AU,,,,31.0,,16.0,3.0,2.0,,14.0,,21.0,34.0,,1.0,,,,17.0,2,0,0,0,21:00:00-21:59:00,2017,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.0,302513.54427,5046266.6171,A,1,N,N,45.55631,-73.52929
SPVM _ 2013 _ 28292,ME,2013/10/30,66023.0,12304.0,,,DES IRIS,,,,31.0,,11.0,1.0,2.0,,14.0,,21.0,34.0,,2.0,,,,11.0,2,0,0,0,15:00:00-15:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,300872.15801,5057817.684,A,1,N,N,45.66024,-73.5504
SPVM _ 2012 _ 27478,SA,2012/09/22,66023.0,3039.0,,,MASSON DERR,,,,31.0,,11.0,1.0,3.0,,21.0,,11.0,99.0,,,,,,11.0,2,0,0,0,10:00:00-10:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,299006.631,5045482.274,A,1,O,N,45.54923,-73.5742
SPVM _ 2012 _ 12817,VE,2012/12/07,66023.0,,,,ST URBAIN,1.0,SHERBROOKE,,33.0,,11.0,1.0,3.0,,13.0,,11.0,32.0,,1.0,,,,11.0,2,0,0,0,09:00:00-09:59:00,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,299327.18501,5041245.917,A,1,N,N,45.51111,-73.57004
SPVM _ 2012 _ 30158,SA,2012/11/03,66023.0,,,,SHERBROOKE E,1.0,DES ORMEAUX,,32.0,,12.0,3.0,3.0,,13.0,1.0,11.0,32.0,6.0,3.0,,,S,12.0,1,0,0,1,20:00:00-20:59:00,2012,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50.0,302451.07,5051626.936,A,1,N,N,45.60454,-73.53011
SPVM _ 2013 _ 8225,SA,2013/08/03,66023.0,158.0,,,STEATHYRE,,,,31.0,,12.0,3.0,2.0,,14.0,,11.0,33.0,,2.0,,,,11.0,2,0,0,0,23:00:00-23:59:00,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,292312.25312,5032339.0,A,1,N,N,45.43087,-73.6596
SPVM _ 2018 _ 641,DI,2018/09/02,66142.0,,,,BRUNSWICK ET SOURCES,,,,,,11.0,3.0,3.0,,13.0,,11.0,32.0,,3.0,,,,11.0,2,0,0,0,22:00:00-22:59:00,2018,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,281655.12199,5038175.158,A,1,N,N,45.48312,-73.79607
SPVM _ 2018 _ 8458,VE,2018/06/29,66023.0,,,,RENE LEVESQUE,1.0,ST URBAIN,,31.0,,11.0,1.0,3.0,,13.0,,11.0,32.0,,3.0,,,,11.0,2,0,0,0,16:00:00-16:59:00,2018,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,299917.937,5040862.613,A,1,N,N,45.50767,-73.56248
SPVM _ 2015 _ 7182,MA,2015/06/16,66023.0,,,,ST ANTOINE O,1.0,UNIVERSITY,20.0,31.0,,11.0,1.0,3.0,,13.0,,11.0,34.0,,3.0,,,E,11.0,2,0,0,1,12:00:00-12:59:00,2015,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,299844.6,5039973.188,A,2,N,N,45.49966,-73.56341
SPVM _ 2012 _ 3535,DI,2012/09/16,66023.0,3700.0,,,COTE VERTU,2.0,BEGIN,170.0,31.0,,11.0,1.0,3.0,,21.0,1.0,11.0,40.0,,9.0,,,E,11.0,2,0,0,0,12:00:00-12:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,288446.54668,5039266.7424,A,1,O,N,45.49313,-73.70923
SPVM _ 2019 _ 4676,LU,2019/04/22,66023.0,,,,NEWMAN,1.0,90E AV,5.0,31.0,,11.0,1.0,2.0,,13.0,,11.0,32.0,,3.0,,,E,11.0,2,0,0,0,17:00:00-17:59:00,2019,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,293923.975,5032142.762,A,1,N,N,45.42913,-73.63899
SPVM _ 2016 _ 15820,JE,2016/07/28,66023.0,,,,ST DENIS,1.0,GILFORD,,32.0,,11.0,1.0,3.0,,13.0,1.0,11.0,32.0,6.0,1.0,,,O,11.0,1,0,1,0,12:00:00-12:59:00,2016,1,Grave,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50.0,298095.3,5042822.742,A,1,N,N,45.52529,-73.58583
SPVM _ 2014 _ 8887,LU,2014/07/28,66023.0,,,,,1.0,DE MAISONNEUVE ET PAPINEAU,,31.0,,11.0,1.0,3.0,,13.0,1.0,11.0,32.0,6.0,3.0,,,N,11.0,2,0,0,0,09:00:00-09:59:00,2014,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,300599.8,5042594.589,A,1,N,N,45.52326,-73.55377
SPVM _ 2018 _ 19084,DI,2018/07/22,66023.0,,,,ADOLPHE RHO,1.0,GILLES TROTTIER,,31.0,,11.0,1.0,2.0,,14.0,,11.0,32.0,,2.0,,,,11.0,2,0,0,0,17:00:00-17:59:00,2018,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,298824.721,5055347.36,A,1,N,N,45.638,-73.57665
SPVM _ 2013 _ 17892,ME,2013/08/21,66023.0,10505.0,,,CHAMBORD,,,,31.0,,,1.0,2.0,,14.0,,11.0,33.0,,1.0,,,,11.0,2,0,0,0,17:00:00-17:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,292078.85867,5046815.6249,A,1,N,N,45.56114,-73.66295
SPVM _ 2014 _ 6610,SA,2014/11/22,66023.0,4594.0,,,DE VERDUN,,,,31.0,,11.0,3.0,2.0,,14.0,,11.0,33.0,,2.0,,,,11.0,2,0,0,0,04:00:00-04:59:00,2014,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,299189.3,5035412.0,A,1,N,N,45.45861,-73.57174
SPVM _ 2017 _ 7099,DI,2017/12/31,66023.0,,,,WOODLAND,1.0,VERDUN,,31.0,,15.0,1.0,3.0,,19.0,,11.0,99.0,,9.0,,,,12.0,2,0,0,0,15:00:00-15:59:00,2017,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,299147.344,5034739.0,A,2,O,N,45.45256,-73.57227
SPVM _ 2012 _ 3443,LU,2012/08/27,66023.0,3333.0,,,COTE DE LIESSE,,,40.0,31.0,,12.0,1.0,3.0,,13.0,,11.0,34.0,,1.0,,,E,11.0,2,0,0,0,16:00:00-16:59:00,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,292311.3105,5041480.859,A,1,N,N,45.51314,-73.65984
SPVM _ 2015 _ 19702,JE,2015/10/15,66023.0,7151.0,,,JEAN TALON E,,,,31.0,,11.0,1.0,3.0,,13.0,,13.0,33.0,6.0,3.0,,,,12.0,1,0,0,1,08:00:00-08:59:00,2015,1,Léger,Montréal(06),Montréal (66 ),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,299375.15592,5050936.5997,A,1,N,N,45.59831,-73.56954
SPVM _ 2018 _ 18154,JE,2018/01/11,66023.0,5735.0,,,LAFOND,1.0,ROSEMONT,75.0,31.0,,16.0,1.0,2.0,,14.0,,11.0,33.0,,1.0,,,S,14.0,2,0,0,0,13:00:00-13:59:00,2018,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,298780.51155,5046035.8156,A,1,N,N,45.55421,-73.5771
SPVM _ 2014 _ 17544,JE,2014/07/03,66023.0,5930.0,,,DES GDES PRAIRIES,1.0,LACORDAIRE,250.0,31.0,,11.0,3.0,3.0,,13.0,1.0,11.0,34.0,6.0,3.0,,,E,11.0,2,0,0,2,21:00:00-21:59:00,2014,2,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,296191.942,5051201.2025,A,1,N,N,45.60066,-73.61034
SPVM _ 2016 _ 14609,JE,2016/04/07,66023.0,,,,,1.0,ST ZOTIQUE,,31.0,,16.0,1.0,3.0,,14.0,1.0,11.0,32.0,7.0,2.0,,,,17.0,2,0,0,0,08:00:00-08:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,295944.4,5043434.075,A,1,N,O,45.53077,-73.61338
SPVM _ 2018 _ 17731,JE,2018/08/09,66023.0,,,,PUYSEAUX,1.0,DOUSSIN,,31.0,,11.0,1.0,2.0,,14.0,,11.0,32.0,,2.0,,,N,11.0,2,0,0,0,15:00:00-15:59:00,2018,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,295979.063,5050644.0,A,1,N,O,45.59564,-73.61306
SPVM _ 2016 _ 4483,DI,2016/03/27,66032.0,423.0,,,LANSDOWNE,,,200.0,31.0,,11.0,1.0,2.0,,14.0,,12.0,34.0,,2.0,,,N,11.0,2,0,0,0,Non précisé,2016,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,296703.7265,5038010.3435,A,1,N,N,45.48197,-73.60357
SPVM _ 2018 _ 20824,LU,2018/06/11,66023.0,,,,METROPOLITAIN ET MARIEN,,,,31.0,,11.0,1.0,9.0,,11.0,1.0,11.0,39.0,1.0,1.0,,,,11.0,2,0,0,1,16:00:00-16:59:00,2018,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,302188.87001,5055875.243,A,2,N,O,45.64277,-73.5335
SPVM _ 2013 _ 22980,LU,2013/04/08,66023.0,,,,,2.0,FACE AU 4443 MESSIER,,31.0,,,,2.0,,14.0,,11.0,34.0,,1.0,,,,,2,0,0,0,Non précisé,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,299367.44542,5044062.8864,A,1,N,N,45.53646,-73.56956
SPVM _ 2012 _ 441,SA,2012/09/01,66023.0,,,,GOUIN O BD,1.0,CENTR COMMERCIAL,10.0,31.0,,11.0,1.0,3.0,,13.0,1.0,11.0,33.0,6.0,3.0,,,O,11.0,3,0,0,2,17:00:00-17:59:00,2012,2,Léger,Montréal(06),Montréal (66 ),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,280810.71649,5041267.9451,A,1,N,O,45.51092,-73.80702
